Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
Wednesday after Second Sunday of Advent,2019-12-11,,,,TRUE,FALSE,"Wednesday after Second Sunday of Advent (Violet)
Week of Advent 2
Year A/2

DAILY EUCHARIST
Isaiah 40:25-31 
Psalm 103:1-10 
Matthew 11:28-30

DAILY PRAYER: Anticipation 
Amos 8:1-14
Revelation 1:17 - 2:7
Matthew 23:1-12",Normal,Normal,3
Thursday after Second Sunday of Advent,2019-12-12,,,,TRUE,FALSE,"Thursday after Second Sunday of Advent (Violet)
Week of Advent 2
Year A/2

DAILY EUCHARIST
Isaiah 41:13-20 
Psalm 145:1-4, 8-13 
Matthew 11:7-15 

DAILY PRAYER: Anticipation 
Amos 9:1-10
Revelation 2:8-17
Matthew 23:13-26",Normal,Normal,3
Friday after Second Sunday of Advent,2019-12-13,,,,TRUE,FALSE,"Friday after Second Sunday of Advent (Violet)
Week of Advent 2
Year A/2

DAILY EUCHARIST
Isaiah 48:17-19 
Psalm 1 
Matthew 11:16-19

DAILY PRAYER: Anticipation 
Haggai 1:1-15
Revelation 2:18-29
Matthew 23:27-39",Normal,Normal,3
"John of the Cross, Priest, Teacher of the Faith, 1591 [6] White",2019-12-14,,,,TRUE,FALSE,"John of the Cross, Priest, Teacher of the Faith, 1591 [6] White
Saturday after Second Sunday of Advent (Violet)
Week of Advent 2
Year A/2

DAILY EUCHARIST
Sirach 48:1-11
Psalm 80:1-3, 14-18
Matthew 17:9-13

DAILY PRAYER: Anticipation 
Haggai 2:1-9
Revelation 3:1-6
Matthew 24:1-14
",Normal,Normal,3
Third Sunday of Advent [1] Violet,2019-12-15,,,,TRUE,FALSE,"Third Sunday of Advent [1] Violet
Week of Advent 3
Year A/2

EUCHARIST
Isaiah 35:1-10
Psalm 146:5-10 or Canticle: Luke 1:47-55
James 5:7-10
Matthew 11:2-11

DAILY PRAYER: Anticipation 
Isaiah 5:8-30
Acts 13:13-41
John 5:31-40

ALTERNATIVE PSALMS
Morning: Psalm 12
Evening: Psalm 68:1-8, (9-20)",Normal,Normal,3
Monday after Third Sunday of Advent,2019-12-16,,,,TRUE,FALSE,"Monday after Third Sunday of Advent (Violet)
Week of Advent 3
Year A/2

DAILY EUCHARIST
Numbers 24:2-7, 15-17a
Psalm 25:3-8
Matthew 21:23-27

DAILY PRAYER: Anticipation 
Zechariah 1:7-17
Revelation 3:7-13
Matthew 24:15-31",Normal,Normal,3
Tuesday after Third Sunday of Advent,2019-12-17,,,,TRUE,FALSE,"Tuesday after Third Sunday of Advent (Violet)
17 December
Week of Advent 3
Year A/2

DAILY EUCHARIST
Genesis 49:2, 8-10
Psalm 72:1-8
Matthew 1:1-7, 17

DAILY PRAYER: Anticipation 
Zechariah 2:1-13
Revelation 3:14-22
Matthew 24:32-44",Normal,Normal,3
Wednesday after Third Sunday of Advent (Ember Day),2019-12-18,,,,TRUE,FALSE,"Wednesday after Third Sunday of Advent (Violet)
Ember Day
18 December
Week of Advent 3
Year A/2

DAILY EUCHARIST
Jeremiah 23:5-8
Psalm 72:11-19
Matthew 1:18-25

DAILY PRAYER: Anticipation 
Genesis 3:8-15
Revelation 12:1-10
John 3:16-21

---

EMBER DAY READINGS
(Wednesday after 13 Dec, 1 Lent, Pentecost, and 14 Sep)

Isaiah 44:1-8
Psalm 87
1 Peter 2:4-10
John 17:6-19",Normal,Normal,3
Thursday after Third Sunday of Advent,2019-12-19,,,,TRUE,FALSE,"Thursday after Third Sunday of Advent (Violet)
19 December
Week of Advent 3
Year A/2

DAILY EUCHARIST
Judges 13:2-7, 24-25
Psalm 71:1-8
Luke 1:5-25

DAILY PRAYER: Anticipation 
Zephaniah 3:14-20
Titus 1:1-16
Luke 1:1-25",Normal,Normal,3
Friday after Third Sunday of Advent (Ember Day),2019-12-20,,,,TRUE,FALSE,"Friday after Third Sunday of Advent (Violet)
Ember Day
20 December
Week of Advent 3
Year A/2

DAILY EUCHARIST
Isaiah 7:10-14
Psalm 24
Luke 1:26-38

DAILY PRAYER: Anticipation 
1 Samuel 2:1b-10
Titus 2:1-10
Luke 1:26-38

---

EMBER DAY READINGS
(Friday after 13 Dec, 1 Lent, Pentecost, and 14 Sep)

Numbers 27:15-23
Psalm 40:8-13
1 Corinthians 3:3-11
Luke 4:16-21",Normal,Normal,3
"Thomas, Apostle [4] Red (if not kept on 3 July) (Ember Day)",2019-12-21,,,,TRUE,FALSE,"Thomas, Apostle [4] Red (if not kept on 3 July)
Ember Day
21 December
Week of Advent 3
Year A/2

EUCHARIST
Habakkuk 2:1-4
Psalm 31:1-6
Hebrews 10:35 - 11:1 or Ephesians 2:19-22
John 20:24-29

MORNING PRAYER: Festivals
Job 42:1-6
1 Peter 1:3-9

EVENING PRAYER: Festivals
Isaiah 43:8-13
John 14:1-7

---

Saturday after Third Sunday of Advent (Violet)
21 December
Week of Advent 3
Year A/2

DAILY EUCHARIST
Song of Solomon 2:8-14 or Zephaniah 3:14-18a
Psalm 33:1-5, 20-22
Luke 1:39-45

DAILY PRAYER: Anticipation 
2 Samuel 7:1-17
Titus 2:11 - 3:8a
Luke 1:39-48a, (48b-56)

---

EMBER DAY READINGS
(Saturday after 13 Dec, 1 Lent, Pentecost, and 14 Sep)

1 Samuel 16:1-13a
Psalm 122
Ephesians 4:4-16
Luke 22:24-27",Normal,Normal,3
Fourth Sunday of Advent [1] Violet,2019-12-22,,,,TRUE,FALSE,"Fourth Sunday of Advent [1] Violet
22 December
Week of Advent 4
Year A/2

EUCHARIST
Isaiah 7:10-16
Psalm 80:1-7, 17-19
Romans 1:1-7
Matthew 1:18-25

DAILY PRAYER: Anticipation (Readings for 22 December)
2 Samuel 7:18-29
Galatians 3:1-14
Luke 1:57-66",Normal,Normal,3
Monday after Fourth Sunday of Advent,2019-12-23,,,,TRUE,FALSE,"Monday after Fourth Sunday of Advent (Violet)
23 December
Week of Advent 4
Year A/2

DAILY EUCHARIST
Malachi 3:1-5
Psalm 25:1-14
Luke 1:57-66

DAILY PRAYER: Anticipation 
Baruch 4:21-29
Galatians 3:15-22
Luke 1:67-80 or Matthew 1:1-17",Normal,Normal,3
Christmas Eve [2],2019-12-24,,,,TRUE,FALSE,"Christmas Eve [2] Violet
24 December
Christmas
Year A/2

DAILY EUCHARIST
2 Samuel 7:1-16
Psalm 89:1-4, 19-29
Luke 1:67-79

MORNING PRAYER: Anticipation 
Baruch 4:36 - 5:9
Galatians 3:23 - 4:7
Matthew 1:18-25

EVENING PRAYER: Anticipation 
Isaiah 59:15b-21
Philippians 2:5-11",Normal,Normal,3
Christmas Day [1] White,2019-12-25,,,,TRUE,FALSE,"Christmas Day [1] White
25 December
Christmas
Year A/2

Any of these propers may be used at midnight or during the day:  Those listed under C should be used at least once during the Christmas season:

A
Isaiah 9:2-7
Psalm 96
Titus 2:11-14
Luke 2:1-14 (15-20) 

B
Isaiah 62:6-12
Psalm 97
Titus 3:4-7
Luke 2: (1-7) 8-20

C
Isaiah 52:7-10
Psalm 98
Hebrews 1:1-4 (5-12) 
John 1:1-14

DAILY PRAYER: Incarnation 
Micah 4:1-5; 5:2-4
1 John 4:7-16
John 3:31-36",Normal,Normal,3
"Stephen, Deacon and Martyr [4] Red",2019-12-26,,,,TRUE,FALSE,"Stephen, Deacon and Martyr [4] Red
26 December
The Remaining Days of Christmas
Year A/2

DAILY EUCHARIST
Jeremiah 26:1-9, 12-15
Psalm 31:1-7, 16
Acts 6:8 - 7:2a, 51c-60
Matthew 23:34-39

MORNING PRAYER: Incarnation/Festivals
2 Chronicles 24:17-22
Acts 6:1-7

EVENING PRAYER: Incarnation/Festivals
Wisdom of Solomon 4:7-15
Acts 7:59 - 8:8",Normal,Normal,3
"John, Apostle and Evangelist [4] White",2019-12-27,,,,TRUE,FALSE,"John, Apostle and Evangelist [4] White
27 December
The Remaining Days of Christmas
Year A/2

DAILY EUCHARIST
Genesis 1 or Genesis 1:1-5, 12-19
Psalm 92:1-2, 11-14
1 John 1:1-9
John 20:1-8

MORNING PRAYER: Incarnation/Festivals
Proverbs 8:22-30
John 13:20-35

EVENING PRAYER: Incarnation/Festivals
Isaiah 44:1-8
1 John 5:1-12",Normal,Normal,3
The Holy Innocents [4] White,2019-12-28,,,,TRUE,FALSE,"The Holy Innocents [4] White
28 December
The Remaining Days of Christmas
Year A/2

DAILY EUCHARIST
Jeremiah 31:15-17
Psalm 124
Revelation 21:1-7
Matthew 2:13-18

MORNING PRAYER: Incarnation/Festivals
Isaiah 49:13-23
Matthew 18:1-14

EVENING PRAYER: Incarnation/Festivals
Isaiah 54:1-13
Mark 10:13-16",Normal,Normal,3
First Sunday after Christmas [2] White,2019-12-29,,,,TRUE,FALSE,"First Sunday after Christmas [2] White
29 December
Week of Christmas 1
Year A/2

EUCHARIST
Isaiah 63:7-9
Psalm 148
Hebrews 2:10-18
Matthew 2:13-23

DAILY PRAYER: Incarnation 
Isaiah 35:1-10
Galatians 3:27 - 4:7
Luke 2:15-21

ALTERNATIVE PSALMS
Morning: Psalm 132
Evening: Psalm 105:1-9",Normal,Normal,3
"Josephine Butler, 1906 [6] White",2019-12-30,,,,TRUE,FALSE,"Josephine Butler, 1906 [6] White
30 December
Monday after the First Sunday after Christmas (White)
Week of Christmas 1
Year A/2

DAILY EUCHARIST
1 John 2:12-17
Psalm 96:7-10
Luke 2:36-40

DAILY PRAYER: Incarnation 
1 Kings 17:17-24
3 John 1-15
John 4:46-54",Normal,Normal,3
"John Wycliffe, Priest, 1384 [6] White",2019-12-31,,,,TRUE,FALSE,"John Wycliffe, Priest, 1384 [6] White
31 December (Hogmanay)
Tuesday after the First Sunday after Christmas (White)
Week of Christmas 1
Year A/2

DAILY EUCHARIST
1 John 2:18-21
Psalm 96:1-2, 11-13
John 1:1-18

MORNING PRAYER: Incarnation 
1 Kings 3:5-14
James 4:13-17; 5:7-11
John 5:1-15

EVENING PRAYER: Incarnation 
Isaiah 65:15b-25
Revelation 21:1-6",Normal,Normal,3
The Naming of Jesus [2] White,2020-01-01,,,,TRUE,FALSE,"The Naming of Jesus [2] White
1 January (New Year's Day)
Week of Christmas 1
Year A/2

DAILY EUCHARIST
Numbers 6:22-27
Psalm 8
Galatians 4:4-7 or Philippians 2:5-11
Luke 2:15-21

DAILY PRAYER: Incarnation/Festivals 
Isaiah 62:1-5, 10-12
Revelation 19:11-16
Matthew 1:18-25",Normal,Normal,3
"Seraphim of Sarov, 1833 [6] White",2020-01-02,,,,TRUE,FALSE,"Seraphim of Sarov, 1833 [6] White
2 January
Thursday after the First Sunday after Christmas (White)
Week of Christmas 1
Year A/2

DAILY EUCHARIST
1 John 1:22-29
Psalm 98:1-5
John 1:19-28

DAILY PRAYER: Incarnation 
1 Kings 19:1-8
Ephesians 4:1-16
John 6:1-14",Normal,Normal,3
"Thomas of Canterbury, Bishop and Martyr, 1170 [6] Red (translated from 29 December)",2020-01-03,,,,TRUE,FALSE,"Thomas of Canterbury, Bishop and Martyr, 1170 [6] Red (translated from 29 December)
3 January
Friday after the First Sunday after Christmas (White)
Week of Christmas 1
Year A/2

DAILY EUCHARIST
1 John 3:1-6
Psalm 98:1-2, 4-7
John 1:29-34

DAILY PRAYER: Incarnation 
1 Kings 19:9-18
Ephesians 4:17-32
John 6:15-27",Normal,Normal,3
Saturday after the First Sunday after Christmas,2020-01-04,,,,TRUE,FALSE,"Saturday after the First Sunday after Christmas (White)
4 January
Week of Christmas 1
Year A/2

DAILY EUCHARIST
1 John 3:7-10
Psalm 98:1-2, 8-10
John 1:35-42

DAILY PRAYER: Incarnation 
Joshua 3:14 - 4:7
Ephesians 5:1-20
John 9:1-12, 35-38",Normal,Normal,3
Second Sunday after Christmas [3] White,2020-01-05,,,,TRUE,FALSE,"Second Sunday after Christmas [3] White
Week of Christmas 2
Year A/2

EUCHARIST
Jeremiah 31:7-14 or Sirach 24:1-12
Psalm 147:12-20 or Wisdom of Solomon 10:15-21
Ephesians 1:3-14
John 1:(1-9), 10-18

DAILY PRAYER: Incarnation 
Isaiah 46:3-13
Colossians 1:1-14
Luke 2:41-52

ALTERNATIVE PSALMS
Morning: Psalm 135:1-14
Evening: Psalm 87",Normal,Normal,3
The Epiphany [1] White,2020-01-06,,,,TRUE,FALSE,"The Epiphany [1] White
6 January
Epiphany
Year A/2

EUCHARIST
1 Isaiah 60:1-6
Psalm 72:1-7, 10-14
Ephesians 3:1-12
Matthew 2:1-12

DAILY PRAYER: Incarnation 
Isaiah 49:1-7
Revelation 21:22-27
Matthew 12:14-21",Normal,Normal,3
Tuesday after the Epiphany,2020-01-07,,,,TRUE,FALSE,"Tuesday after the Epiphany (White)
7 January
The days following Epiphany
Year A/2

DAILY EUCHARIST
1 John 3:18 - 4:6
Psalm 2
Matthew 4:12-17, 23-25

DAILY PRAYER: Incarnation 
Deuteronomy 8:1-3
Colossians 1:1-14
John 6:30-33, 48-51",Normal,Normal,3
Wednesday after the Epiphany,2020-01-08,,,,TRUE,FALSE,"Wednesday after the Epiphany (White)
8 January
The days following Epiphany
Year A/2

DAILY EUCHARIST
1 John 4:7-12
Psalm 72:1-8
Mark 6:30-44

DAILY PRAYER: Incarnation 
Exodus 17:1-7
Colossians 1:15-23
John 7:37-52",Normal,Normal,3
Thursday after the Epiphany,2020-01-09,,,,TRUE,FALSE,"Thursday after the Epiphany (White)
9 January
The days following Epiphany
Year A/2

DAILY EUCHARIST
1 John 4:11-19
Psalm 72:1-2, 10-13
Mark 6:45-52

DAILY PRAYER: Incarnation 
Isaiah 45:14-19
Colossians 1:24 - 2:7
John 8:12-19",Normal,Normal,3
"William Laud, Bishop, 1645 [6] Red",2020-01-10,,,,TRUE,FALSE,"William Laud, Bishop, 1645 [6] Red
10 January
Friday after the Epiphanyv (White)
The days following Epiphany
Year A/2

DAILY EUCHARIST
1 John 4:19 - 5:4
Psalm 72:1-2, 14-19
Luke 4:14-22

DAILY PRAYER: Incarnation 
Jeremiah 23:1-8
Colossians 2:8-23
John 10:7-17",Normal,Normal,3
"David, King of Scots, 1153 [6] Red",2020-01-11,,,,TRUE,FALSE,"David, King of Scots, 1153 [6] Red
11 January
Saturday after the Epiphany (White)
The days following Epiphany
Year A/2

DAILY EUCHARIST
1 John 5:5-12
Psalm 147:13-21
Luke 5:12-16

DAILY PRAYER: Incarnation 
Isaiah 55:3-9
Colossians 3:1-17
John 14:6-14",Normal,Normal,3
First Sunday after Epiphany: The Baptism of the Lord [2] White,2020-01-12,,,,TRUE,FALSE,"First Sunday after Epiphany: The Baptism of the Lord [2] White
Week of Proper 1
Year A/2

EUCHARIST
Isaiah 42:1-9
Psalm 29
Acts 10:34-43
Matthew 3:13-17

DAILY PRAYER: Festivals 
Isaiah 42:1-9
Ephesians 2:1-10
Luke 3:15-22

ALTERNATIVE PSALMS
Morning: Psalm 46
Evening: Psalm 89:20-29",Normal,Normal,3
"Kentigern (or Mungo), Bishop c.603 [4] White",2020-01-13,,,,TRUE,FALSE,"Kentigern (or Mungo), Bishop c.603 [4] White
Week of Proper 1
Year A/2

EUCHARIST
Isaiah 52:7-10
Psalm 16:5-11
1 Thessalonians 2:2-12 or 1 Corinthians 9:16-19, 22-23
Matthew 28:16-20

MORNING PRAYER: Festivals
Isaiah 44:1-8
1 Thessalonians 1:2-10 or 2 Corinthians 2:12 - 3:11

EVENING PRAYER: Festivals
Sirah 50:1-24 or Isaiah 52:7-12
John 1:1-18

---

Monday after First Sunday after Epiphany (Green)
Week of Proper 1
Year A/2

DAILY EUCHARIST
1 Samuel 1:1-8
Psalm 116:10-17
Mark 1:14-20

DAILY PRAYER: Week A 
Genesis 1:1 - 2:3
Hebrews 1:1-14
John 1:1-18",Normal,Normal,3
"Hilary of Poitiers, Bishop and Teacher of the Faith, c.367 [6] White",2020-01-14,,,,TRUE,FALSE,"Hilary of Poitiers, Bishop and Teacher of the Faith, c.367 [6] White
Tuesday after First Sunday after Epiphany (Green)
Week of Proper 1
Year A/2

DAILY EUCHARIST
1 Samuel 1:9-20
Psalm 123
Mark 1:21-28

DAILY PRAYER: Week A 
Genesis 2:4-9, (10-15), 16-25
Hebrews 2:1-10
John 1:19-28",Normal,Normal,3
Wednesday after First Sunday after Epiphany,2020-01-15,,,,TRUE,FALSE,"Wednesday after First Sunday after Epiphany (Green)
Week of Proper 1
Year A/2

DAILY EUCHARIST
1 Samuel 3:1-20
Psalm 40:1-10
Mark 1:29-39

DAILY PRAYER: Week A 
Genesis 3:1-24
Hebrews 2:11-18
John 1:(29-34), 35-42",Normal,Normal,3
Thursday after First Sunday after Epiphany,2020-01-16,,,,TRUE,FALSE,"Thursday after First Sunday after Epiphany (Green)
Week of Proper 1
Year A/2

DAILY EUCHARIST
1 Samuel 4:1c-11
Psalm 44:7-14, 23-26
Mark 1:40-45

DAILY PRAYER: Week A 
Genesis 4:1-26
Hebrews 3:1-11
John 1:43-51",Normal,Normal,3
"Antony of Egypt, Abbot, 356 [6] White",2020-01-17,,,,TRUE,FALSE,"Antony of Egypt, Abbot, 356 [6] White
Friday after First Sunday after Epiphany (Green)
Week of Proper 1
Year A/2

DAILY EUCHARIST
1 Samuel 8:4-7, 10-22a
Psalm 89:15-18
Mark 2:1-12

DAILY PRAYER: Week A 
Genesis 6:1-8
Hebrews 3:12-19
John 2:1-12",Normal,Normal,3
The Confession of Peter [6] White,2020-01-18,,,,TRUE,FALSE,"The Confession of Peter [6] White
Saturday after First Sunday after Epiphany (Green)
Week of Proper 1
Year A/2

DAILY EUCHARIST
1 Samuel 9:1-4, 15-19; 10:1ab (not c)
Psalm 21:1-7
Mark 2:13-17

DAILY PRAYER: Week A 
Genesis 6:9-22
Hebrews 4:1-13
John 2:13-22",Normal,Normal,3
Second Sunday after Epiphany [3] Green,2020-01-19,,,,TRUE,FALSE,"Second Sunday after Epiphany [3] Green
Week of Proper 2
Year A/2

EUCHARIST
Isaiah 49:1-7
Psalm 40:1-11
1 Corinthians 1:1-9
John 1:29-42

DAILY PRAYER: Week B 
Isaiah 60:9-22
Galatians 1:11-24
John 1:43-51

ALTERNATIVE PSALMS
Morning: Psalm 96
Evening: Psalm 145:1-12",Normal,Normal,3
Monday after Second Sunday after Epiphany,2020-01-20,,,,TRUE,FALSE,"Monday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year A/2

DAILY EUCHARIST (Green)
1 Samuel 15:16-23
Psalm 50:7-15, 24
Mark 2:18-22

DAILY PRAYER: Week B 
Genesis 7:1-10, 17-23
Hebrews 4:14 - 5:6
John 2:23 - 3:15",Normal,Normal,3
"Agnes, Martyr, c.304 [6] Red",2020-01-21,,,,TRUE,FALSE,"Agnes, Martyr, c.304 [6] Red
Tuesday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year A/2

DAILY EUCHARIST
1 Samuel 16:1-13
Psalm 89:19-27
Mark 2:23-28

DAILY PRAYER: Week B 
Genesis 8:6-22
Hebrews 5:7-14
John 3:16-21",Normal,Normal,3
Wednesday after Second Sunday after Epiphany,2020-01-22,,,,TRUE,FALSE,"Wednesday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year A/2

DAILY EUCHARIST
1 Samuel 17:32-51
Psalm 144:1-10
Mark 3:1-6

DAILY PRAYER: Week B 
Gensis 9:1-29
Hebrews 6:1-12
John 3:22-36",Normal,Normal,3
Thursday after Second Sunday after Epiphany,2020-01-23,,,,TRUE,FALSE,"Thursday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year A/2

DAILY EUCHARIST
1 Samuel 18:6-9; 19:1-8
Psalm 56
Mark 3:7-12

DAILY PRAYER: Week B 
Genesis 11:1-9
Hebrews 6:13-20
John 4:1-15",Normal,Normal,3
"Francis de Sales, Bishop, 1622 [6] White",2020-01-24,,,,TRUE,FALSE,"Francis de Sales, Bishop, 1622 [6] White
Friday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year A/2

DAILY EUCHARIST
1 Samuel 24:2-30
Psalm 57
Mark 3:13-19

DAILY PRAYER: Week B 
Genesis 11:27 - 13:1
Hebrews 7:1-17
John 4:16-26",Normal,Normal,3
"The Conversion of Paul, Apostle [4] White",2020-01-25,,,,TRUE,FALSE,"The Conversion of Paul, Apostle [4] White
Week of Proper 2
Year A/2

EUCHARIST
Acts 26:9-23
Psalm 67
Galatians 1:11-24
Matthew 10:16-22 or Matthew 19:27-30

MORNING PRAYER: Festivals
Isaiah 45:18-25
Philippians 3:4b-11

EVENING PRAYER: Festivals
Sirach 39:1-10
Acts 9:1-22

---

Saturday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year A/2

2 Samuel 1:1-4, 11-12, 19-27
Psalm 80:1-7
John 8:51-59

DAILY PRAYER: Week B 
Genesis 13:2-18
Hebrews 7:18-28
John 4:27-42
",Normal,Normal,3
Third Sunday after Epiphany [3] Green,2020-01-26,,,,TRUE,FALSE,"Third Sunday after Epiphany [3] Green
Week of Proper 3
Year A/2

EUCHARIST
Isaiah 9:1-4
Psalm 27:1, 4-9
1 Corinthians 1:10-18
Matthew 4:12-23

DAILY PRAYER: Week C 
Jeremiah 3:21 - 4:2
1 Peter 1:3-12
Luke 4:12-21

ALTERNATIVE PSALMS
Morning: Psalm 33
Evening: Psalm 113",Normal,Normal,3
"John Chrysostom, Bishop and Teacher of the Faith, 407 [6] White",2020-01-27,,,,TRUE,FALSE,"John Chrysostom, Bishop and Teacher of the Faith, 407 [6] White
Monday after Third Sunday after Epiphany (Green)
Week of Proper 3
Year A/2

DAILY EUCHARIST
2 Samuel 5:1-7, 10
Psalm 89:19-28
Mark 3:19b-30

DAILY PRAYER: Week C 
Genesis 14:(1-7), 8-24
Hebrew 8:1-13
John 4:43-54",Normal,Normal,3
"Thomas Aquinas, Teacher of the Faith, 1274 [6] White",2020-01-28,,,,TRUE,FALSE,"Thomas Aquinas, Teacher of the Faith, 1274 [6] White
Tuesday after Third Sunday after Epiphany (Green)
Week of Proper 3
Year A/2

DAILY EUCHARIST
2 Samuel 6:12b-19
Psalm 24:7-10
Mark 3:31-35

DAILY PRAYER: Week C 
Genesis 15:1-11, 17-21
Hebrews 9:1-14
John 5:1-18",Normal,Normal,3
"Timothy and Titus, Bishops [6] White (translated from 26 January)",2020-01-29,,,,TRUE,FALSE,"Timothy and Titus, Bishops [6] White (translated from 26 January)
Wednesday after Third Sunday after Epiphany (Green)
Week of Proper 3
Year A/2

DAILY EUCHARIST
2 Samuel 7:4-17
Psalm 89:1-4
Mark 4:1-20

DAILY PRAYER: Week C 
Genesis 16:1-14
Hebrews 9:15-28
John 5:19-29",Normal,Normal,3
