Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
Christmas Day [1] White,2020-12-25,,,,TRUE,FALSE,"Friday 25 December 2020

Christmas Day [1] White
Year B/1

EUCHARIST
Any of these propers may be used at midnight or during the day:  Those listed under C should be used at least once during the Christmas season:

A
Isaiah 9:2-7
Psalm 96
Titus 2:11-14
Luke 2:1-14 (15-20) 

B
Isaiah 62:6-12
Psalm 97
Titus 3:4-7
Luke 2: (1-7) 8-20

C
Isaiah 52:7-10
Psalm 98
Hebrews 1:1-4 (5-12) 
John 1:1-14

DAILY PRAYER: Incarnation 
Zechariah 2:10-13
1 John 4:7-16
John 3:31-36",Normal,Normal,3
"Stephen, Deacon and Martyr [4] Red",2020-12-26,,,,TRUE,FALSE,"Saturday 26 December 2020

Stephen, Deacon and Martyr [4] Red
The Remaining Days of Christmas
Year B/1

DAILY EUCHARIST
Jeremiah 26:1-9, 12-15
Psalm 31:1-7, 16
Acts 6:8 - 7:2a, 51c-60
Matthew 23:34-39

MORNING PRAYER: Incarnation/Festivals
2 Chronicles 24:17-22
Acts 6:1-7

EVENING PRAYER: Incarnation/Festivals
Wisdom of Solomon 4:7-15
Acts 7:59 - 8:8",Normal,Normal,3
First Sunday after Christmas [2] White,2020-12-27,,,,TRUE,FALSE,"Sunday 27 December 2020

First Sunday after Christmas [2] White
The Remaining Days of Christmas
Week of Christmas 1
Year B/1

EUCHARIST
Isaiah 61:10 - 62:3
Psalm 148
Galatians 4:4-7
Luke 2:22-40

DAILY PRAYER: Incarnation 
Isaiah 49:7-13
Colossians 1:9-20
Luke 2:41-52

ALTERNATIVE PSALMS
Morning: Psalm 132
Evening: Psalm 105:1-9",Normal,Normal,3
The Holy Innocents [4] White,2020-12-28,,,,TRUE,FALSE,"Monday 28 December 2020

The Holy Innocents [4] White
The Remaining Days of Christmas
Week of Christmas 1
Year B/1

DAILY EUCHARIST
Jeremiah 31:15-17
Psalm 124
Revelation 21:1-7
Matthew 2:13-18

MORNING PRAYER: Incarnation/Festivals
Isaiah 49:13-23
Matthew 18:1-14

EVENING PRAYER: Incarnation/Festivals
Isaiah 54:1-13
Mark 10:13-16",Normal,Normal,3
"John, Apostle and Evangelist [4] White (translated from 27 December)",2020-12-29,,,,TRUE,FALSE,"Tuesday 29 December 2020

John, Apostle and Evangelist [4] White (translated from 27 December)
The Remaining Days of Christmas
Week of Christmas 1
Year B/1

DAILY EUCHARIST
Genesis 1 or Genesis 1:1-5, 12-19
Psalm 92:1-2, 11-14
1 John 1:1-9
John 20:1-8

MORNING PRAYER: Incarnation/Festivals
Proverbs 8:22-30
John 13:20-35

EVENING PRAYER: Incarnation/Festivals
Isaiah 44:1-8
1 John 5:1-12

---

29 December (White)
The Remaining Days of Christmas
Year B/1

DAILY EUCHARIST
1 John 2:7-11
Psalm 96:1-9
Luke 2:22-35

DAILY PRAYER: Incarnation 
Isaiah 12:1-6
Revelation 1:1-8
John 7:37-52",Normal,Normal,3
"Josephine Butler, 1906 [6] White",2020-12-30,,,,TRUE,FALSE,"Wednesday 30 December 2020

Josephine Butler, 1906 [6] White
30 December (White)
The Remaining Days of Christmas
Week of Christmas 1
Year B/1

DAILY EUCHARIST
1 John 2:12-17
Psalm 96:7-10
Luke 2:36-40

DAILY PRAYER: Incarnation 
Isaiah 25:1-9
Revelation 1:9-20
John 7:53 - 8:11",Normal,Normal,3
"John Wycliffe, Priest, 1384 [6] White",2020-12-31,,,,TRUE,FALSE,"Thursday 31 December 2020
Hogmanay (New Year's Eve)

John Wycliffe, Priest, 1384 [6] White
31 December (White)
The Remaining Days of Christmas
Week of Christmas 1
Year B/1

DAILY EUCHARIST
1 John 2:18-21
Psalm 96:1-2, 11-13
John 1:1-18

DAILY PRAYER: Incarnation 
Morning:
Isaiah 26:1-9
2 Corinthians 5:16 - 6:2
John 8:12-19

Evening:
Isaiah 65:15b-25
Revelation 21:1-6",Normal,Normal,3
The Naming of Jesus [2] White,2021-01-01,,,,TRUE,FALSE,"Friday 1 January 2021
New Year's Day

The Naming of Jesus [2] White
The Remaining Days of Christmas
Week of Christmas 1
Year B/1

DAILY EUCHARIST
Numbers 6:22-27
Psalm 8
Galatians 4:4-7 or Philippians 2:5-11
Luke 2:15-21

DAILY PRAYER: Incarnation/Festivals 
Genesis 17:1-12a, 15-16
Colossians 2:6-12
John 16:23b-30",Normal,Normal,3
"Seraphim of Sarov, 1833 [6] White",2021-01-02,,,,TRUE,FALSE,"Saturday 2 January 2021

Seraphim of Sarov, 1833 [6] White
2 January (White)
The Remaining Days of Christmas
Week of Christmas 2
Year B/1

DAILY EUCHARIST
1 John 1:22-29
Psalm 98:1-5
John 1:19-28

DAILY PRAYER: Incarnation 
Genesis 12:1-7
Hebrews 11:1-12
John 6:35-42, 48-51",Normal,Normal,3
Second Sunday after Christmas [2] White,2021-01-03,,,,TRUE,FALSE,"Sunday 3 January 2021

Second Sunday after Christmas [2] White
3 January (White)
The Remaining Days of Christmas
Week of Christmas 2
Year B/1

EUCHARIST
Jeremiah 31:7-14 or Sirach 24:1-12
Psalm 147:12-20 or Wisdom of Solomon 10:15-21
Ephesians 1:3-14
John 1:(1-9), 10-18

DAILY PRAYER: Incarnation 
Isaiah 41:21-42
Romans 12:1-8
Matthew 2:13-23

ALTERNATIVE PSALMS
Morning: Psalm 135:1-14
Evening: Psalm 87",Normal,Normal,3
Monday after Second Sunday after Christmas,2021-01-04,,,,TRUE,FALSE,"Monday 4 January 2021

Monday after Second Sunday after Christmas
4 January (White)
The Remaining Days of Christmas
Week of Christmas 2
Year B/1

DAILY EUCHARIST
1 John 3:7-10
Psalm 98:1-2, 8-10
John 1:35-42

DAILY PRAYER: Incarnation 
Exodus 3:1-12
Hebrews 11:23-31
John 14:6-14",Normal,Normal,3
Tuesday after Second Sunday after Christmas,2021-01-05,,,,TRUE,FALSE,"Tuesday 5 January 2021

Tuesday after Second Sunday after Christmas
5 January (White)
The Remaining Days of Christmas
Week of Christmas 2
Year B/1

DAILY EUCHARIST
1 John 3:11-18
Psalm 100
John 1:43-51

MORNING PRAYER: Incarnation 
Joshua 1:1-9
Hebrews 11:32 - 12:2
John 15:1-16

EVENING PRAYER: Incarnation 
Isaiah 66:18-22
Romans 15:7-13",Normal,Normal,3
The Epiphany [1] White,2021-01-06,,,,TRUE,FALSE,"Wednesday 6 January 2021

The Epiphany [1] White
Epiphany
Year B/1

EUCHARIST
1 Isaiah 60:1-6
Psalm 72:1-7, 10-14
Ephesians 3:1-12
Matthew 2:1-12

DAILY PRAYER: Incarnation 
Isaiah 52:7-10
Revelation 21:22-27
Matthew 12:14-21",Normal,Normal,3
Thursday after the Epiphany,2021-01-07,,,,TRUE,FALSE,"Thursday 7 January 2021

Thursday after the Epiphany (White)
The days following Epiphany
Year B/1

DAILY EUCHARIST
1 John 3:18 - 4:6
Psalm 2
Matthew 4:12-17, 23-25

DAILY PRAYER: Incarnation 
Isaiah 52:3-6
Revelation 2:1-7
John 2:1-11",Normal,Normal,3
Friday after the Epiphany,2021-01-08,,,,TRUE,FALSE,"Friday 8 January 2021

Friday after the Epiphany (White)
The days following Epiphany
Year B/1

DAILY EUCHARIST
1 John 4:7-12
Psalm 72:1-8
Mark 6:30-44

DAILY PRAYER: Incarnation 
Isaiah 59:15-21
Revelation 2:8-17
John 4:46-54",Normal,Normal,3
Saturday after the Epiphany,2021-01-09,,,,TRUE,FALSE,"Saturday 9 January 2021

Saturday after the Epiphany (White)
The days following Epiphany
Year B/1

DAILY EUCHARIST
1 John 4:11-19
Psalm 72:1-2, 10-13
Mark 6:45-52

DAILY PRAYER: Incarnation 
Isaiah 63:1-5
Revelation 2:18-29
John 5:1-15",Normal,Normal,3
First Sunday after Epiphany: The Baptism of the Lord [2] White,2021-01-10,,,,TRUE,FALSE,"Sunday 10 January 2021

First Sunday after Epiphany: The Baptism of the Lord [2] White
Week of Proper 1
Year B/1

EUCHARIST
Genesis 1:1-5
Psalm 29
Acts 19:1-7
Mark 1:4-11

DAILY PRAYER: Festivals 
Joshua 3:1-8, 14-17
Hebrews 1:1-12
Matthew 3:13-17

ALTERNATIVE PSALMS
Morning: Psalm 46
Evening: Psalm 89:20-29",Normal,Normal,3
"David, King of Scots, 1153 [6] Red",2021-01-11,,,,TRUE,FALSE,"Monday 11 January 2021

David, King of Scots, 1153 [6] Red
Monday after First Sunday after Epiphany (Green)
Week of Proper 1
Year B/1

DAILY EUCHARIST
Hebrews 1:1-6
Psalm 97
Mark 1:14-20

DAILY PRAYER: Week A 
Isaiah 40:1-17
Ephesians 1:1-14
Mark 1:1-13",Normal,Normal,3
"William Laud, Bishop, 1645 [6] Red (translated from 10 January)",2021-01-12,,,,TRUE,FALSE,"Tuesday 12 January 2021

William Laud, Bishop, 1645 [6] Red (translated from 10 January)
Tuesday after First Sunday after Epiphany (Green)
Week of Proper 1
Year B/1

DAILY EUCHARIST
Hebrews 2:5-12
Psalm 8
Mark 1:21-28

DAILY PRAYER: Week A 
Isaiah 40:18-31
Ephesians 1:15-23
Mark 1:14-28",Normal,Normal,3
"Kentigern (or Mungo), Bishop c.603 [4] White",2021-01-13,,,,TRUE,FALSE,"Wednesday 13 January 2021

Kentigern (or Mungo), Bishop c.603 [4] White
Week of Proper 1
Year B/1

EUCHARIST
Isaiah 52:7-10
Psalm 16:5-11
1 Thessalonians 2:2-12 or 1 Corinthians 9:16-19, 22-23
Matthew 28:16-20

MORNING PRAYER: Festivals
Isaiah 44:1-8
1 Thessalonians 1:2-10 or 2 Corinthians 2:12 - 3:11

EVENING PRAYER: Festivals
Sirah 50:1-24 or Isaiah 52:7-12
John 1:1-18

---

Wednesday after First Sunday after Epiphany (Green)
Week of Proper 1
Year B/1

DAILY EUCHARIST
Hebrews 2:14-18
Psalm 105:1-15
Mark 1:29-39

DAILY PRAYER: Week A 
Isaiah 41:1-16
Ephesians 2:1-10
Mark 1:29-45",Normal,Normal,3
"Hilary of Poitiers, Bishop and Teacher of the Faith, c.367 [6] White",2021-01-14,,,,TRUE,FALSE,"Thursday 14 January 2021

Hilary of Poitiers, Bishop and Teacher of the Faith, c.367 [6] White
Thursday after First Sunday after Epiphany (Green)
Week of Proper 1
Year B/1

DAILY EUCHARIST
Hebrews 3:1-14
Psalm 95:6-11
Mark 1:40-45

DAILY PRAYER: Week A 
Isaiah 41:17-29
Ephesians 2:11-22
Mark 2:1-12",Normal,Normal,3
Friday after First Sunday after Epiphany,2021-01-15,,,,TRUE,FALSE,"Friday 15 January 2021

Friday after First Sunday after Epiphany (Green)
Week of Proper 1
Year B/1

DAILY EUCHARIST
Hebrews 4:1-5, 11
Psalm 78:3-8
Mark 2:1-12

DAILY PRAYER: Week A 
Isaiah 42:(1-9), 10-17
Ephesians 3:1-13
Mark 2:13-22
",Normal,Normal,3
Saturday after First Sunday after Epiphany,2021-01-16,,,,TRUE,FALSE,"Saturday 16 January 2021

Saturday after First Sunday after Epiphany (Green)
Week of Proper 1
Year B/1

DAILY EUCHARIST 
Hebrews 4:12-16
Psalm 19:7-14
Mark 2:13-17

DAILY PRAYER: Week A 
Isaiah 43:1-13
Ephesians 3:14-21
Mark 2:23 - 3:6",Normal,Normal,3
Second Sunday after Epiphany [3] Green,2021-01-17,,,,TRUE,FALSE,"Sunday 17 January 2021

Second Sunday after Epiphany [3] Green
Week of Proper 2
Year B/1

EUCHARIST
1 Samuel 3:1-10, (11-20)
Psalm 139:1-6, 13-18
1 Corinthians 6:12-20
John 1:43-51

DAILY PRAYER: Week B 
Ezekiel 2:1-7
Hebrews 6:17 - 7:10
Matthew 8:5-13

ALTERNATIVE PSALMS
Morning: Psalm 96
Evening: Psalm 145:1-12",Normal,Normal,3
The Confession of Peter [6] White,2021-01-18,,,,TRUE,FALSE,"Monday 18 January 2021

The Confession of Peter [6] White
Monday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year B/1

DAILY EUCHARIST
Hebrews 5:1-10
Psalm 110
Mark 2:18-22

DAILY PRAYER: Week B 
Isaiah 43:14 - 44:8
Ephesians 4:1-16
Mark 3:7-19a",Normal,Normal,3
"Antony of Egypt, Abbot, 356 [6] White (translated from 17 January)",2021-01-19,,,,TRUE,FALSE,"Tuesday 19 January 2021

Antony of Egypt, Abbot, 356 [6] White (translated from 17 January)
Tuesday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year B/1

DAILY EUCHARIST
Hebrews 6:10-20
Psalm 111
Mark 2:23-28

DAILY PRAYER: Week B 
Isaiah 44:9-23
Ephesians 4:17-32
Mark 3:19b-35",Normal,Normal,3
Wednesday after Second Sunday after Epiphany,2021-01-20,,,,TRUE,FALSE,"Wednesday 20 January 2021

Wednesday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year B/1

DAILY EUCHARIST
Hebrews 7:1-3, 15-17
Psalm 110
Mark 3:1-6

DAILY PRAYER: Week B 
Isaiah 44:24 - 45:7
Ephesians 5:1-14
Mark 4:1-20",Normal,Normal,3
"Agnes, Martyr, c.304 [6] Red",2021-01-21,,,,TRUE,FALSE,"Thursday 21 January 2021

Agnes, Martyr, c.304 [6] Red
Thursday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year B/1

DAILY EUCHARIST
Hebrews 7:23 - 8:7
Psalm 40:8-12, 17-19
Mark 3:7-12

DAILY PRAYER: Week B 
Isaiah 45:5-17
Ephesians 5:15-33
Mark 4:21-34",Normal,Normal,3
Friday after Second Sunday after Epiphany,2021-01-22,,,,TRUE,FALSE,"Friday 22 January 2021

Friday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year B/1

DAILY EUCHARIST
Hebrews 8:6-13
Psalm 85:7-13
Mark 3:13-19

DAILY PRAYER: Week B 
Isaiah 45:18-25
Ephesians 6:1-9
Mark 4:35-41",Normal,Normal,3
Saturday after Second Sunday after Epiphany,2021-01-23,,,,TRUE,FALSE,"Saturday 23 January 2021

Saturday after Second Sunday after Epiphany (Green)
Week of Proper 2
Year B/1

DAILY EUCHARIST
Hebrews 9:2-3, 11-14
Psalm 47
John 8:51-59

DAILY PRAYER: Week B 
Isaiah 46:1-13
Ephesians 6:10-24
Mark 5:1-20
",Normal,Normal,3
Third Sunday after Epiphany [3] Green,2021-01-24,,,,TRUE,FALSE,"Sunday 24 January 2021

Third Sunday after Epiphany [3] Green
Week of Proper 3
Year B/1

EUCHARIST
Jonah 3:1-5, 10
Psalm 62:5-12
1 Corinthians 7:29-31
Mark 1:14-20

DAILY PRAYER: Week C 
Ecclesiastes 3:1-11
Titus 2:1-8, 11-14
Matthew 4:12-23

ALTERNATIVE PSALMS
Morning: Psalm 33
Evening: Psalm 113",Normal,Normal,3
