Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
"The Conception of Mary, Mother of the Lord [5] White",08/12/2021,00:00:00,,,TRUE,FALSE,"Wednesday 8 December 2021

The Conception of Mary, Mother of the Lord [5] White
Week of Advent 2
Year C/2

Common readings for saints' days
MARY, MOTHER OF THE LORD

Genesis 3:9-15, 20
Psalm 45:10-17
Acts 1:12-14
Luke 1:26-38

or

Isaiah 7:10-14
Psalm 113
Romans 8:18-30
Luke 1:39-47

or

Micah 5:1-4
Psalm 131
Galatians 4:4-7
John 19:25-27

COLLECT
Almighty God, who looked with favour on your servant Mary
and called her to be the mother of your Son:
grant us, we pray,
the humility which found favour in your sight;
that we, with her, may proclaim the greatness of your name,
and find the mercy shown to those who stand in awe of you;
through Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

---

Wednesday after Second Sunday of Advent (Violet)
Week of Advent 2
Year C/2

EUCHARIST
Isaiah 40:25-31 
Psalm 103:1-10 
Matthew 11:28-30

DAILY PRAYER: Anticipation 
Amos 8:1-14
Revelation 1:17 - 2:7
Matthew 23:1-12


COLLECT
Stir up our hearts, Lord,
to prepare the way of your only-begotten Son:
that, in his coming,
we might serve you with our hearts made pure;
through the same Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Thursday after Second Sunday of Advent,09/12/2021,00:00:00,,,TRUE,FALSE,"Thursday 9 December 2021

Thursday after Second Sunday of Advent (Violet)
Week of Advent 2
Year C/2

EUCHARIST
Isaiah 41:13-20 
Psalm 145:1-4, 8-13 
Matthew 11:7-15 

DAILY PRAYER: Anticipation 
Amos 9:1-10
Revelation 2:8-17
Matthew 23:13-26

COLLECT
Stir up our hearts, Lord,
to prepare the way of your only-begotten Son:
that, in his coming,
we might serve you with our hearts made pure;
through the same Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Friday after Second Sunday of Advent,10/12/2021,00:00:00,,,TRUE,FALSE,"Friday 10 December 2021

Friday after Second Sunday of Advent (Violet)
Week of Advent 2
Year C/2

EUCHARIST
Isaiah 48:17-19 
Psalm 1 
Matthew 11:16-19

DAILY PRAYER: Anticipation 
Haggai 1:1-15
Revelation 2:18-29
Matthew 23:27-39

COLLECT
Stir up our hearts, Lord,
to prepare the way of your only-begotten Son:
that, in his coming,
we might serve you with our hearts made pure;
through the same Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Saturday after Second Sunday of Advent,11/12/2021,00:00:00,,,TRUE,FALSE,"Saturday 11 December 2021

Saturday after Second Sunday of Advent (Violet)
Week of Advent 2
Year C/2

EUCHARIST
Sirach 48:1-11
Psalm 80:1-3, 14-18
Matthew 17:9-13

DAILY PRAYER: Anticipation 
Haggai 2:1-9
Revelation 3:1-6
Matthew 24:1-14

COLLECT
Stir up our hearts, Lord,
to prepare the way of your only-begotten Son:
that, in his coming,
we might serve you with our hearts made pure;
through the same Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Third Sunday of Advent [1] Violet,12/12/2021,00:00:00,,,TRUE,FALSE,"Sunday 12 December 2021

Third Sunday of Advent [1] Violet
Week of Advent 3
Year C/2

EUCHARIST
Zephaniah 3:14-20
Canticle: Isaiah 12:2-6
Philippians 4:4-7
Luke 3:7-18

DAILY PRAYER: Anticipation 
Isaiah 5:8-30
Acts 13:13-41
John 5:31-40

ALTERNATIVE PSALMS
Morning: Psalm 12
Evening: Psalm 68:1-8, (9-20)

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Monday after Third Sunday of Advent,13/12/2021,00:00:00,,,TRUE,FALSE,"Monday 13 December 2021

Monday after Third Sunday of Advent (Violet)
Week of Advent 3
Year C/2

EUCHARIST
Numbers 24:2-7, 15-17a
Psalm 25:3-8
Matthew 21:23-27

DAILY PRAYER: Anticipation 
Zechariah 1:7-17
Revelation 3:7-13
Matthew 24:15-31

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"John of the Cross, Priest, Teacher of the Faith, 1591 [6] White",14/12/2021,00:00:00,,,TRUE,FALSE,"Tuesday 14 December 2021

John of the Cross, Priest, Teacher of the Faith, 1591 [6] White
Tuesday after Third Sunday of Advent (Violet)
Week of Advent 3
Year C/2

EUCHARIST
Zephaniah 3:1-2. 9-13
Psalm 34:1-8, 15-22
Matthew 21:28-32

DAILY PRAYER: Anticipation 
Zechariah 2:1-13
Revelation 3:14-22
Matthew 24:32-44

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Wednesday after Third Sunday of Advent (Ember Day),15/12/2021,00:00:00,,,TRUE,FALSE,"Wednesday 15 December 2021

Wednesday after Third Sunday of Advent (Violet)
Ember Day
Week of Advent 3
Year C/2

EUCHARIST
Isaiah 45:5-8, (9-17), 18-25
Psalm 85:8-13
Luke 7:19-23

DAILY PRAYER: Anticipation 
Zechariah 3:1-10
Revelation 4:1-8
Matthew 24:45-51

EMBER DAY
Isaiah 44:1-8
Psalm 87
1 Peter 2:4-10
John 17:6-19

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Thursday after Third Sunday of Advent,16/12/2021,00:00:00,,,TRUE,FALSE,"Thursday 16 December 2021

Thursday after Third Sunday of Advent (Violet)
Week of Advent 3
Year C/2

EUCHARIST
Isaiah 54:1-10
Psalm 30
Luke 7:24-30

DAILY PRAYER: Anticipation 
Zechariah 4:1-14
Revelation 4:9 - 5:5
Matthew 25:1-13

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Friday after Third Sunday of Advent (Ember Day),17/12/2021,00:00:00,,,TRUE,FALSE,"Friday 17 December 2021

Friday after Third Sunday of Advent (Violet)
Ember Day
Week of Advent 3
Year C/2

EUCHARIST
Genesis 49:2, 8-10
Psalm 72:1-8
Matthew 1:1-7, 17

DAILY PRAYER: Anticipation 
Zechariah 7:8 - 8:8
Revelation 5:6-14
Matthew 25:14-30

EMBER DAY
Numbers 27:15-23
Psalm 40:8-13
1 Corinthians 3:3-11
Luke 4:16-21

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Saturday after Third Sunday of Advent (Ember Day),18/12/2021,00:00:00,,,TRUE,FALSE,"Saturday 18 December 2021

Saturday after Third Sunday of Advent (Violet)
Ember Day
Week of Advent 3
Year C/2

EUCHARIST
Jeremiah 23:5-8
Psalm 72:11-19
Matthew 1:18-25

DAILY PRAYER: Anticipation 
Genesis 3:8-15
Revelation 12:1-10
John 3:16-21

EMBER DAY
1 Samuel 16:1-13a
Psalm 122
Ephesians 4:4-16
Luke 22:24-27

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Fourth Sunday of Advent [1] Violet,19/12/2021,00:00:00,,,TRUE,FALSE,"Sunday 19 December 2021

Fourth Sunday of Advent [1] Violet
Week of Advent 4
Year C/2

EUCHARIST
Micah 5:2-5a
Canticle: Luke 1:47-55 or Psalm 80:1-7
Hebrews 10:5-10
Luke 1:39-45, (46-55)

DAILY PRAYER: Anticipation 
Zephaniah 3:14-20
Titus 1:1-16
Luke 1:1-25

COLLECT
Stir up your power, Lord, and come:
and strengthen us by the might of your love;
that, although we are hindered by our sins,
your abundant grace and mercy may quickly come and save us;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Monday after Fourth Sunday of Advent,20/12/2021,00:00:00,,,TRUE,FALSE,"Monday 20 December 2021

Monday after Fourth Sunday of Advent (Violet)
Week of Advent 4
Year C/2

EUCHARIST
Isaiah 7:10-14
Psalm 24
Luke 1:26-38

DAILY PRAYER: Anticipation 
1 Samuel 2:1b-10
Titus 2:1-10
Luke 1:26-38

COLLECT
Stir up your power, Lord, and come:
and strengthen us by the might of your love;
that, although we are hindered by our sins,
your abundant grace and mercy may quickly come and save us;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"Thomas, Apostle [4] Red (if not kept on 4 July, translated from 3 July)",21/12/2021,00:00:00,,,TRUE,FALSE,"Tuesday 21 December 2021

Thomas, Apostle [4] Red (if not kept on 4 July, translated from 3 July)
Week of Advent 4
Year C/2

EUCHARIST
Habakkuk 2:1-4
Psalm 31:1-6
Hebrews 10:35 - 11:1 or Ephesians 2:19-22
John 20:24-29

MORNING PRAYER: Festivals
Job 42:1-6
1 Peter 1:3-9

EVENING PRAYER: Festivals
Isaiah 43:8-13
John 14:1-7

COLLECT
Almighty and everliving God,
who strengthened your apostle Thomas
with faith in the resurrection of your Son:
grant to us, who have not seen,
that we also may believe
and so confess Christ as our Lord and our God;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

---

Tuesday after Fourth Sunday of Advent (Violet)
Week of Advent 4
Year C/2

EUCHARIST
Song of Solomon 2:8-14 or Zephaniah 3:14-18a
Psalm 33:1-5, 20-22
Luke 1:39-45

DAILY PRAYER: Anticipation 
2 Samuel 7:1-17
Titus 2:11 - 3:8a
Luke 1:39-48a, (48b-56)


COLLECT
Stir up your power, Lord, and come:
and strengthen us by the might of your love;
that, although we are hindered by our sins,
your abundant grace and mercy may quickly come and save us;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Wednesday after Fourth Sunday of Advent,22/12/2021,00:00:00,,,TRUE,FALSE,"Wednesday 22 December 2021

Wednesday after Fourth Sunday of Advent (Violet)
Week of Advent 4
Year C/2

EUCHARIST
1 Samuel 1:19-28
Psalm 113 or Psalm 122
Luke 1:46-56

DAILY PRAYER: Anticipation 
2 Samuel 7:18-29
Galatians 3:1-14
Luke 1:57-66

COLLECT
Stir up your power, Lord, and come:
and strengthen us by the might of your love;
that, although we are hindered by our sins,
your abundant grace and mercy may quickly come and save us;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Thursday after Fourth Sunday of Advent,23/12/2021,00:00:00,,,TRUE,FALSE,"Thursday 23 December 2021

Thursday after Fourth Sunday of Advent (Violet)
Week of Advent 4
Year C/2

EUCHARIST
Malachi 3:1-5
Psalm 25:1-14
Luke 1:57-66

DAILY PRAYER: Anticipation 
Baruch 4:21-29
Galatians 3:15-22
Luke 1:67-80 or Matthew 1:1-17

COLLECT
Stir up your power, Lord, and come:
and strengthen us by the might of your love;
that, although we are hindered by our sins,
your abundant grace and mercy may quickly come and save us;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Christmas Eve [2] Violet,24/12/2021,00:00:00,,,TRUE,FALSE,"Friday 24 December 2021

Christmas Eve [2] Violet
Week of Advent 4
Year C/2

EUCHARIST
2 Samuel 7:1-16
Psalm 89:1-4, 19-29
Luke 1:67-79

MORNING PRAYER: Anticipation 
Baruch 4:36 - 5:9
Galatians 3:23 - 4:7
Matthew 1:18-25

EVENING PRAYER: Anticipation 
Isaiah 59:15b-21
Philippians 2:5-11

COLLECT
Stir up your power, Lord, and come:
and strengthen us by the might of your love;
that, although we are hindered by our sins,
your abundant grace and mercy may quickly come and save us;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Christmas Day [1] White,25/12/2021,00:00:00,,,TRUE,FALSE,"Saturday 25 December 2021

Christmas Day [1] White
Year C/2

EUCHARIST
Any of these propers may be used at midnight or during the day:  Those listed under C should be used at least once during the Christmas season:

A
Isaiah 9:2-7
Psalm 96
Titus 2:11-14
Luke 2:1-14 (15-20) 

B
Isaiah 62:6-12
Psalm 97
Titus 3:4-7
Luke 2: (1-7) 8-20

C
Isaiah 52:7-10
Psalm 98
Hebrews 1:1-4 (5-12) 
John 1:1-14

DAILY PRAYER: Incarnation 
Micah 4:1-5; 5:2-4
1 John 4:7-16
John 3:31-36

COLLECT
The following Collect is provided for celebra+ons of Christmas at Midnight on 24/25
December

O God, you have made this most holy night
grow radiant with the brilliance of the true Light:
grant that, as we have known the mystery of that Light on earth,
so we may delight in him in heaven;
through the same Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

The following Collect is provided for celebrations of Christmas in the Early Morning on 25
December. It is suitable for use at any or all of the celebrations on Christmas Day and is to
be used at Morning Prayer. It may be used for other celebrations during the week after
Christmas if optional commemorations [6] are not kept on 30 and 31 December

O God our Father,
the light of whose Word has come among us
in the Holy Child of Bethlehem:
grant that the radiance of that true light,
which enlightens our minds by faith,
may shine brightly through our words and deeds;
through the same Jesus Christ our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

The following Collect is provided for celebrations of Christmas during the day on 25
December. Also for use at Evening Prayer and may be used for other celebrations during
the week after Christmas if optional commemorations [6] are not kept on 30 and 31
December

O God, who wonderfully created
and yet more wonderfully restored
the dignity of our human nature:
grant that we may share in the divinity of Christ,
who humbled himself to share in our humanity;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
First Sunday after Christmas [2] White,26/12/2021,00:00:00,,,TRUE,FALSE,"Sunday 26 December 2021

First Sunday after Christmas [2] White
Week of Christmas 1
Year C/2

EUCHARIST
1 Samuel 2:18-20, 26
Psalm 148
Colossians 3:12-17
Luke 2:41-52

DAILY PRAYER: Incarnation 
Isaiah 35:1-10
Galatians 3:27 - 4:7
Luke 2:15-21

ALTERNATIVE PSALMS
Morning: Psalm 132
Evening: Psalm 105:1-9

COLLECT
O God, you make us glad with the yearly remembrance
of the birth of your Son, Jesus Christ:
grant that, as we joyfully receive him as our Saviour,
so we may with confidence
behold him as he comes to be our Judge;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"John, Apostle and Evangelist [4] White",27/12/2021,00:00:00,,,TRUE,FALSE,"Monday 27 December 2021

John, Apostle and Evangelist [4] White
Monday after the first Sunday after Christmas (White)
Week of Christmas 1
Year C/2

EUCHARIST
Genesis 1 or Genesis 1:1-5, 12-19
Psalm 92:1-2, 11-14
1 John 1:1-9
John 20:1-8

MORNING PRAYER: Incarnation/Festivals
Proverbs 8:22-30
John 13:20-35

EVENING PRAYER: Incarnation/Festivals
Isaiah 44:1-8
1 John 5:1-12

COLLECT
Merciful Lord, shed upon your people
the bright beams of your light:
that enlightened by the teaching of Saint John,
your apostle and evangelist,
we may live in the light of your truth,
and come at length to the fullness of eternal life;
through Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

NOTE: The Calendar and Lectionary Guide 2021–2022 translates this feast to Tuesday 28 December. If you wish to follow that guidance, simply move this entry in your calendar and update the date. 

I create this resource annually for my personal use, and share it with the wider church; this is not an official resource. However, the reason for the order that you find here is as follows: in the SEC Calendar and Lectionary, p.10, note (iii) it says, ""Feasts in Category 4, falling on a day of higher category (other than a weekday in Lent), should be transferred (in chronological order) to the next available weekday."" This year, the feast of St Stephen [4] clashes with the First Sunday of Christmas [2], so it must move to ""the next available weekday"" which is Wednesday 29 December, as Monday 27 and Tuesday 28 are not available, each having their own category 4 feast.",Normal,Normal,3
The Holy Innocents [4] White,28/12/2021,00:00:00,,,TRUE,FALSE,"Tuesday 28 December 2021

The Holy Innocents [4] White (translated from 28 December)
Tuesday after the first Sunday after Christmas (White)
Week of Christmas 1
Year C/2

EUCHARIST
Jeremiah 31:15-17
Psalm 124
Revelation 21:1-7
Matthew 2:13-18

MORNING PRAYER: Incarnation/Festivals
Isaiah 49:13-23
Matthew 18:1-14

EVENING PRAYER: Incarnation/Festivals
Isaiah 54:1-13
Mark 10:13-16

COLLECT
Almighty God, our heavenly Father,
whose Holy Innocents were slaughtered at the hand of Herod:
receive into the arms of your mercy, we pray, all innocent victims;
and, by your great might, frustrate the designs of evil tyrants,
and establish your rule of justice, love, and peace;
through Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

NOTE: The Calendar and Lectionary Guide 2021–2022 translates this feast to Wednesday 29 December. If you wish to follow that guidance, simply move this entry in your calendar and update the details.

I create this resource annually for my personal use, and share it with the wider church; this is not an official resource. However, the reason for the order that you find here is as follows: in the SEC Calendar and Lectionary, p.10, note (iii) it says, ""Feasts in Category 4, falling on a day of higher category (other than a weekday in Lent), should be transferred (in chronological order) to the next available weekday."" This year, the feast of St Stephen [4] clashes with the First Sunday of Christmas [2], so it must move to ""the next available weekday"" which is Wednesday 29 December, as Monday 27 and Tuesday 28 are not available, each having their own category 4 feast.",Normal,Normal,3
"Stephen, Deacon and Martyr [4] Red (translated from 26 December)",29/12/2021,00:00:00,,,TRUE,FALSE,"Wednesday 29 December 2021

Stephen, Deacon and Martyr [4] Red (translated from 26 December)
Wednesday after the first Sunday after Christmas (White)
Week of Christmas 1
Year C/2

EUCHARIST
Jeremiah 26:1-9, 12-15
Psalm 31:1-7, 16
Acts 6:8 - 7:2a, 51c-60
Matthew 23:34-39

MORNING PRAYER: Incarnation/Festivals
2 Chronicles 24:17-22
Acts 6:1-7

EVENING PRAYER: Incarnation/Festivals
Wisdom of Solomon 4:7-15
Acts 7:59 - 8:8

COLLECT
Grant, O Lord, that we may learn to love our enemies
by the example of your martyr, Saint Stephen,
who prayed to you for his persecutors;
for you live and reign with the Father,
in the unity of the Holy Spirit,
one God, world without end.

NOTE: The Calendar and Lectionary Guide 2021–2022 translates this feast to Monday 27 December. If you wish to follow that guidance, simply move this entry in your calendar and update the details.

I create this resource annually for my personal use, and share it with the wider church; this is not an official resource. However, the reason for the order that you find here is as follows: in the SEC Calendar and Lectionary, p.10, note (iii) it says, ""Feasts in Category 4, falling on a day of higher category (other than a weekday in Lent), should be transferred (in chronological order) to the next available weekday."" This year, the feast of St Stephen [4] clashes with the First Sunday of Christmas [2], so it must move to ""the next available weekday"" which is Wednesday 29 December, as Monday 27 and Tuesday 28 are not available, each having their own category 4 feast.",Normal,Normal,3
"Josephine Butler, 1906 [6] White",30/12/2021,00:00:00,,,TRUE,FALSE,"Thursday 30 December 2021

Josephine Butler, 1906 [6] White
Thursday after the first Sunday after Christmas (White)
Week of Christmas 1
Year C/2

EUCHARIST
1 John 2:12-17
Psalm 96:7-10
Luke 2:36-40

DAILY PRAYER: Incarnation 
1 Kings 17:17-24
3 John 1-15
John 4:46-54

COLLECT
O God, you make us glad with the yearly remembrance
of the birth of your Son, Jesus Christ:
grant that, as we joyfully receive him as our Saviour,
so we may with confidence
behold him as he comes to be our Judge;
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
