Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
Friday after Fourth Sunday after Epiphany,05/02/2016,,,,TRUE,FALSE,"Week of Proper 4
Friday after Fourth Sunday after Epiphany

DAILY EUCHARIST (Green)
Sirach 47:2-11
Psalm 18:31-33, 46-50
Mark 6:14-29

DAILY PRAYER: Week D 
Genesis 24:1-27
Hebrews 12:3-11
John 7:1-13",Normal,Normal,3
"Paul Miki, Priest, and the Martyrs of Japan, 1597 [6] Red",06/02/2016,,,,TRUE,FALSE,"Week of Proper 4
Saturday after Fourth Sunday after Epiphany

DAILY EUCHARIST (Green)
1 Kings 3:3-14
Psalm 119:9-16
Mark 6:30-34

DAILY PRAYER: Week D 
Genesis 24:28-38, 49-67
Hebrews 12:12-29
John 7:14-36",Normal,Normal,3
Sunday before Lent (Transfiguration) [3] Green (SPB Quinquagesima - Violet),07/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
Sunday before Lent (Transfiguration) [3] Green (SPB Quinquagesima - Violet)

EUCHARIST
Exodus 34:29-35
Psalm 99
2 Corinthians 3:12 - 4:2
Luke 9:28-36, (37-43)

DAILY PRAYER: Week A
Numbers 13:1-2, 27-33
Philippians 2:12-28
Luke 5:1-11

ALTERNATIVE PSALMS
Morning: Psalms 1 and 3
Evening: Psalm 4",Normal,Normal,3
Monday after Sunday before Lent,08/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
Monday after Sunday before Lent

DAILY EUCHARIST (Green)
1 Peter 1:3-9
Psalm 111
Mark 10:17-27

DAILY PRAYER: Week A
Proverbs 27:1-6, 10-12
Philippians 2:1-13
John 18:15-18, 25-27",Normal,Normal,3
Tuesday after Sunday before Lent,09/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
Tuesday after Sunday before Lent

DAILY EUCHARIST (Green)
1 Peter 1:10-16
Psalm 98
Mark 10:28-31

DAILY PRAYER: Week A
Proverbs 30:1-4, 24-33
Philippians 3:1-11
John 18:28-38",Normal,Normal,3
Ash Wednesday [1] Violet or Lenten Array,10/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
ASH WEDNESDAY [1] Violet or Lenten Array

DAILY EUCHARIST (Green)
Joel 2:1-2, 12-17 or Isaiah 58:1-12
Psalm 51:1-17
2 Corinthians 5:20b - 6:10
Matthew 6:1-6, 16-21

DAILY PRAYER: Returning to God 
Amos 5:6-15
Hebrews 12:1-14
Luke 18:9-14",Normal,Normal,3
"Scholastica, Religious, 543 [6] White (translated from 10 February)",11/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
Thursday after Ash Wednesday

DAILY EUCHARIST (Green)
Deuteronomy 30:15-20
Psalm 1
Luke 9:18-25

DAILY PRAYER: Returning to God
Habakkuk 3:1-10, (11-15), 16-18
Philippians 3:3-12-21
John 17:1-8",Normal,Normal,3
Friday after Ash Wednesday,12/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
Friday after Ash Wednesday

DAILY EUCHARIST (Green)
Isaiah 58:1-9a
Psalm 51:1-4, 17-18
Matthew 9:14-17

DAILY PRAYER: Returning to God 
Ezekiel 18:1-4, 25-32
Philippians 4:1-9
John 17:9-19",Normal,Normal,3
Saturday after Ash Wednesday,13/02/2016,,,,TRUE,FALSE,"Week of the Beginning of Lent
Saturday after Ash Wednesday

DAILY EUCHARIST (Green)
Isaiah 58:9b-14
Psalm 86:1-6
Luke 5:27-32

DAILY PRAYER: Returning to God 
Ezekiel 39:21-29
Philippians 4:10-20
John 17:20-26",Normal,Normal,3
First Sunday of Lent [1] Violet or Lenten Array,14/02/2016,,,,TRUE,FALSE,"Week of Lent 1
FIRST SUNDAY OF LENT [1] Violet or Lenten Array

EUCHARIST
Deuteronomy 26:1-11
Psalm 91:1-2, 9-16
Romans 10:8b-13
Luke 4:1-13

DAILY PRAYER: Returning to God 
Genesis 2:15-17; 3:1-7
Romans 10:8b-13
Luke 13:31-35

ALTERNATIVE PSALMS
Morning: Psalm 50:1-15
Evening: Psalm 119:17-32",Normal,Normal,3
"Thomas Bray, Priest and Missionary, 1730 [6] White",15/02/2016,,,,TRUE,FALSE,"Week of Lent 1
Monday after First Sunday of Lent

DAILY EUCHARIST (Violet or Lenten Array)
Leviticus 19:1-2, 11-18
Psalm 19:7-14
Matthew 25:1-46

DAILY PRAYER: Returning to God 
Genesis 27:1-11
1 Corinthians 1:1-19
Mark 1:1-13",Normal,Normal,3
"Cyril, Monk, 869, and Methodius, Bishop, 885, 'Apostles of the Slavs' [6] White (translated from 14 February)",16/02/2016,,,,TRUE,FALSE,"Week of Lent 1
Tuesday after First Sunday of Lent

DAILY EUCHARIST (Violet or Lenten Array)
Isaiah 55:10-11
Psalm 34:1-8, (15-22)
Matthew 6:7-15

DAILY PRAYER: Returning to God 
Genesis 37:12-24
1 Corinthians 1:20-31
Mark 1:14-28",Normal,Normal,3
"Finan of Lindisfarne, Bishop, 661 [6] White",17/02/2016,,,,TRUE,FALSE,"Week of Lent 1
Wednesday after First Sunday of Lent

DAILY EUCHARIST (Violet or Lenten Array)
Jonah 3:1-10
Psalm 51:1-2, 11-13
Luke 11:29-32

DAILY PRAYER: Returning to God 
Genesis 37:25-36
1 Corinthians 2:1-13
Mark 1:29-45

EMBER DAY READINGS
Isaiah 44:1-8
Psalm 87
1 Peter 2:4-10
John 17:6-19

EMBER DAY READINGS
Isaiah 44:1-8
Psalm 87
1 Peter 2:4-10
John 17:6-19",Normal,Normal,3
"Colman of Lindisfarne, Bishop, 767 [6] White",18/02/2016,,,,TRUE,FALSE,"Week of Lent 1
Thursday after First Sunday of Lent

DAILY EUCHARIST (Violet or Lenten Array)
Additions to Esther 14:1, 3-5, 12-14
Psalm 138
Matthew 7:7-12

DAILY PRAYER: Returning to God 
Genesis 39:1-23
1 Corinthians 2:14 - 3:15
Mark 2:1-12",Normal,Normal,3
"Martin Luther, 1545 [6] White",19/02/2016,,,,TRUE,FALSE,"Week of Lent 1
Friday after First Sunday of Lent

DAILY EUCHARIST (Violet or Lenten Array)
Ezekiel 18:21-28
Psalm 130
Matthew 5:20-26

DAILY PRAYER: Returning to God 
Genesis 40:1-23
1 Corinthians 3:16-23
Mark 2:13-22

EMBER DAY READINGS
Numbers 27:15-23
Psalm 40:8-13
1 Corinthians 3:3-11
Luke 4:16-21

EMBER DAY READINGS
Numbers 27:15-23
Psalm 40:8-13
1 Corinthians 3:3-11
Luke 4:16-21",Normal,Normal,3
Saturday after First Sunday of Lent,20/02/2016,,,,TRUE,FALSE,"Week of Lent 1
Saturday after First Sunday of Lent

DAILY EUCHARIST (Violet or Lenten Array)
Deuteronomy 26:16-19
Psalm 119:1-8
Matthew 5:43-48

DAILY PRAYER: Returning to God 
Genesis 41:1-13
1 Corinthians 4:1-7
Mark 2:23 - 3:6

EMBER DAY READINGS
1 Samuel 16:1-13a
Psalm 122
Ephesians 4:4-16
Luke 22:24-27",Normal,Normal,3
Second Sunday of Lent [1] Violet or Lenten Array,21/02/2016,,,,TRUE,FALSE,"Week of Lent 2
SECOND SUNDAY OF LENT [1] Violet or Lenten Array)

EUCHARIST
Genesis 15:1-12, 17-18
Psalm 27
Philippians 3:17 - 4:1
Luke 13:31-35 or Luke 9:28-36

DAILY PRAYER: Returning to God 
Genesis 12:1-9
Hebrews 11:1-3, 8-16
Matthew 8:1-13

ALTERNATIVE PSALMS
Morning: Psalm 135:1-14
Evening: Psalm 74",Normal,Normal,3
Monday after Second Sunday of Lent,22/02/2016,,,,TRUE,FALSE,"Week of Lent 2
Monday after Second Sunday of Lent

DAILY EUCHARIST
Daniel 9:3-10
Psalm 79
Luke 6:36-38

DAILY PRAYER: Returning to God 
Genesis 41:(14-24), 25-27
1 Corinthians 4:8-20, (21)
Mark 3:7-19a",Normal,Normal,3
"Polycarp of Smyrna, Bishop and Martyr, 156 [6] Red",23/02/2016,,,,TRUE,FALSE,"Week of Lent 2
Tuesday after Second Sunday of Lent

DAILY EUCHARIST
Isaiah 1:10-20
Psalm 50:7-15
Matthew 23:1-12

DAILY PRAYER: Returning to God 
Genesis 42:1-17
1 Corinthians 5:1-8
Mark 3:19b-35",Normal,Normal,3
Wednesday after Second Sunday of Lent,24/02/2016,,,,TRUE,FALSE,"Week of Lent 2
Wednesday after Second Sunday of Lent

DAILY EUCHARIST
Jeremiah 18:18-20
Psalm 31:1-5, 13-16
Matthew 20:17-28

DAILY PRAYER: Returning to God 
Genesis 42:18-28
1 Corinthians 5:9 - 6:8
Mark 4:1-20",Normal,Normal,3
Thursday after Second Sunday of Lent,25/02/2016,,,,TRUE,FALSE,"Week of Lent 2
Thursday after Second Sunday of Lent

DAILY EUCHARIST
Jeremiah 17:5-10
Psalm 1
Luke 16:19-31

DAILY PRAYER: Returning to God 
Genesis 42:29-38
1 Corinthians 6:12-20
Mark 4:21-34",Normal,Normal,3
Friday after Second Sunday of Lent,26/02/2016,,,,TRUE,FALSE,"Week of Lent 2
Friday after Second Sunday of Lent

DAILY EUCHARIST
Genesis 37:3-4, 12-28
Psalm 17:1-8
Matthew 21:33-46

DAILY PRAYER: Returning to God 
Genesis 43:1-15
1 Corinthians 7:1-9
Mark 4:35-41",Normal,Normal,3
Saturday after Second Sunday of Lent,27/02/2016,,,,TRUE,FALSE,"Week of Lent 2
Saturday after Second Sunday of Lent

DAILY EUCHARIST
Micah 7:14-20
Psalm 103:1-12
Luke 15:1-3, 11-32

DAILY PRAYER: Returning to God 
Genesis 43:16-34
1 Corinthians 7:10-24
Mark 5:1-20",Normal,Normal,3
Third Sunday of Lent [1] Violet or Lenten Array,28/02/2016,,,,TRUE,FALSE,"Week of Lent 3
THIRD SUNDAY OF LENT [1] Violet or Lenten Array

EUCHARIST
Isaiah 55:1-9
Psalm 63:1-8
1 Corinthians 10:1-13
Luke 13:1-9

DAILY PRAYER: Returning to God 
Exodus 5:1 - 6:1
Philippians 3:4b-14
Matthew 10:16-22

ALTERNATIVE PSALMS
Morning: Psalm 40
Evening: Psalms 11 and 12",Normal,Normal,3
Monday after Third Sunday of Lent,29/02/2016,,,,TRUE,FALSE,"Week of Lent 3
Monday after Third Sunday of Lent

DAILY EUCHARIST
2 Kings 5:1-15a
Psalm 42:1-2, 11-15
Luke 4:24-30

DAILY PRAYER: Returning to God 
Genesis 44:1-17
1 Corinthians 7:25-31
Mark 5:21-43",Normal,Normal,3
"David, Bishop, Patron of Wales, c.544 [6] White",01/03/2016,,,,TRUE,FALSE,"Week of Lent 3
Tuesday after Third Sunday of Lent

DAILY EUCHARIST
Song of the Three 1, 2, 11-20
Psalm 25:3-8
Matthew 18:21-35

DAILY PRAYER: Returning to God 
Genesis 44:18-34
1 Corinthians 7:32-40
Mark 6:1-13",Normal,Normal,3
"Chad of Lichfield, Bishop, 672 [6] White",02/03/2016,,,,TRUE,FALSE,"Week of Lent 3
Wednesday after Third Sunday of Lent

DAILY EUCHARIST
Deuteronomy 4:1, 5-10
Psalm 147:13-21
Matthew 5:17-20

DAILY PRAYER: Returning to God 
Genesis 45:1-15, (16-28)
1 Corinthians 8:1-13
Mark 6:13-29",Normal,Normal,3
"John and Charles Wesley, Priests, 1791 and 1788 [6] White",03/03/2016,,,,TRUE,FALSE,"Week of Lent 3
Thursday after Third Sunday of Lent

DAILY EUCHARIST
Jeremiah 7:21-28
Psalm 95:1-9
Luke 11:14-23

DAILY PRAYER: Returning to God 
Genesis 46:1-7, 28-34
1 Corinthians 9:1-15
Mark 6:30-46",Normal,Normal,3
"Adrian of May Island, Abbot, and Companions, Martyrs, 875 [6] Red",04/03/2016,,,,TRUE,FALSE,"Week of Lent 3
Friday after Third Sunday of Lent

DAILY EUCHARIST
Hosea 14:1-9
Psalm 81
Mark 12:28-34

DAILY PRAYER: Returning to God 
Genesis 47:1-26, (27-31)
1 Corinthians 9:16-27
Mark 6:47-56",Normal,Normal,3
Saturday after Third Sunday of Lent,05/03/2016,,,,TRUE,FALSE,"Week of Lent 3
Saturday after Third Sunday of Lent

DAILY EUCHARIST
Hosea 5:13 - 6:6
Psalm 51:1-2, 17-20
Luke 18:9-14

DAILY PRAYER: Returning to God 
Genesis 48:(1-7), 8-22
1 Corinthians 10:1-13
Mark 7:1-23",Normal,Normal,3
Fourth Sunday of Lent [1] Violet or Lenten Array,06/03/2016,,,,TRUE,FALSE,"Week of Lent 4
FOURTH SUNDAY OF LENT [1] Violet or Lenten Array

DAILY EUCHARIST
Joshua 5:9-12
Psalm 32
2 Corinthians 5:16-21
Luke 15:1-3, 11b-32

DAILY PRAYER: Returning to God 
Exodus 6:2-13
Romans 5:1-11
John 12:1-8

ALTERNATIVE PSALMS
Morning: Psalm 31:1-8, (9-16)
Evening: Psalms 13 and 14

MOTHERING SUNDAY
Exodus 2:1-10 or 1 Samuel 1:20-28
Psalm 34 or Psalm 127:1-4
2 Corinthians 1:3-7 or Colossians 3:12-17
Luke 2:33-35 or John 19:25-27",Normal,Normal,3
"Perpetua and her Companions, Martyrs, 203 [6] Red",07/03/2016,,,,TRUE,FALSE,"Week of Lent 4
Monday after Fourth Sunday of Lent

DAILY EUCHARIST
Isaiah 65:17-21
Psalm 30
John 4:43-54

DAILY PRAYER: Returning to God 
Genesis 49:1-28
1 Corinthians 10:14 - 11:1
Mark 7:24-37",Normal,Normal,3
"Duthac, Bishop, 1068 [6] White",08/03/2016,,,,TRUE,FALSE,"Week of Lent 4
Tuesday after Fourth Sunday of Lent

DAILY EUCHARIST
Ezekiel 47:1-9, 12
Psalm 46
John 5:1-18

DAILY PRAYER: Returning to God 
Genesis 49:29 - 50:14
1 Corinthians 11:17-34
Mark 8:1-10",Normal,Normal,3
"Baldred, Bishop, 608 [6] White (translated from 6 March)",09/03/2016,,,,TRUE,FALSE,"Week of Lent 4
Wednesday after Fourth Sunday of Lent

DAILY EUCHARIST
Isaiah 49:8-15
Psalm 145:8-15
John 5:19-30

DAILY PRAYER: Returning to God 
Genesis 50:15-26
1 Corinthians 12:1-11
Mark 8:11-26",Normal,Normal,3
"Kessog, Bishop, c.700 [6] Red",10/03/2016,,,,TRUE,FALSE,"Week of Lent 4
Thursday after Fourth Sunday of Lent

DAILY EUCHARIST
Exodus 32:7-14
Psalm 103:1-12
John 5:31-47

DAILY PRAYER: Returning to God 
Exodus 1:6-22
1 Corinthians 12:12-26
Mark 8:27 - 9:1",Normal,Normal,3
Friday after Fourth Sunday of Lent,11/03/2016,,,,TRUE,FALSE,"Week of Lent 4
Friday after Fourth Sunday of Lent
(Ordination of the Most Revd David Chillingworth Bishop of St Andrews, Dunkeld and Dunblane, 2005)

DAILY EUCHARIST
Wisdom of Solomon 2:1a, 12-22
Psalm 34:15-22
John 7:1-2, 10, 25-30

DAILY PRAYER: Returning to God 
Exodus 2:1-22
1 Corinthians 12:27 - 13:3
Mark 9:2-13",Normal,Normal,3
Saturday after Fourth Sunday of Lent,12/03/2016,,,,TRUE,FALSE,"Week of Lent 4
Saturday after Fourth Sunday of Lent

DAILY EUCHARIST
Jeremiah 11:18-20
Psalm 7:1-2, 9-12
John 7:40-53

DAILY PRAYER: Returning to God 
Exodus 3:1-22
1 Corinthians 13:1-13
Mark 9:14-29",Normal,Normal,3
Fifth Sunday of Lent (Passion Sunday: The beginning of Passiontide) [1] Violet or Lenten Array,13/03/2016,,,,TRUE,FALSE,"Week of Lent 5
FIFTH SUNDAY OF LENT [1] Violet or Lenten Array

EUCHARIST
Isaiah 43:16-21
Psalm 126
Philippians 3:4b-14
John 12:1-8

DAILY PRAYER: Returning to God 
Exodus 7:8-24
Romans 5:12-21
Luke 22:1-13

ALTERNATIVE PSALMS
Morning: Psalm 30
Evening: Psalm 34",Normal,Normal,3
Monday after Fifth Sunday of Lent,14/03/2016,,,,TRUE,FALSE,"Week of Lent 5
Monday after Fifth Sunday of Lent

DAILY EUCHARIST
Susanna 1:1-9, 15-17, 19-30, 33-62 or Susanna 1:41c-62
Psalm 23
John 8:1-11

DAILY PRAYER: Returning to God 
Exodus 4:1-20, (21-31)
1 Corinthians 14:1-19
Mark 9:30-41",Normal,Normal,3
Tuesday after Fifth Sunday of Lent,15/03/2016,,,,TRUE,FALSE,"Week of Lent 5
Tuesday after Fifth Sunday of Lent

DAILY EUCHARIST
Numbers 21:4-9
Psalm 102:1-2, 15-22
John 8:21-30

DAILY PRAYER: Returning to God 
Exodus 5:1 - 6:1
1 Corinthians 14:20-33a, 39-40
Mark 9:42-50",Normal,Normal,3
"Boniface of Ross, Bishop, 8th century [6] White",16/03/2016,,,,TRUE,FALSE,"Week of Lent 5
Wednesday after Fifth Sunday of Lent

DAILY EUCHARIST
Daniel 3:13-28
Psalm 24:1-6
John 8:31-47

DAILY PRAYER: Returning to God 
Exodus 7:8-24
2 Corinthians 2:14 - 3:6
Mark 10:1-16",Normal,Normal,3
"Patrick, Bishop, Patron of Ireland, 461 [4] White",17/03/2016,,,,TRUE,FALSE,"Patrick, Bishop, Patron of Ireland, 461 [4] White

EUCHARIST
Ezekiel 34:11-16
Psalm 96
1 Thessalonians 2:2-12 or 1 Corinthians 1:18-25
Matthew 28:16-20 or Luke 22:24-30

MORNING PRAYER: Festivals
Isaiah 8:19 - 9:2
Acts 16:6-10

EVENING PRAYER: Festivals
Isaiah 42:1-17
Luke 10:1-20",Normal,Normal,3
"Cyril of Jerusalem, Bishop and Teacher of the Faith, 386 [6] White",18/03/2016,,,,TRUE,FALSE,"Week of Lent 5
Friday after Fifth Sunday of Lent

DAILY EUCHARIST
Jeremiah 20:7-13
Psalm 18:1-7
John 10:31-42

DAILY PRAYER: Returning to God 
Exodus 9:13-35
2 Corinthians 4:1-12
Mark 10:32-45",Normal,Normal,3
Joseph of Nazareth [4] White,19/03/2016,,,,TRUE,FALSE,"Joseph of Nazareth [4] White

EUCHARIST
2 Samuel 7:4-16
Psalm 89:1-4, 26-29, (30-36)
Romans 4:13-18
Luke 2:41-52 or Matthew 1:18-25

MORNING PRAYER: Festivals
Isaiah 63:7-16
Matthew 1:18-25

EVENING PRAYER: Festivals
2 Chronicles 6:12-17
Ephesians 3:14-21",Normal,Normal,3
The Sunday of the Passion (Palm Sunday: The beginning of Holy Week) [1] Red or Violet,20/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
THE SUNDAY OF THE PASSION (PALM SUNDAY) [1] Red or Violet

EUCHARIST
Liturgy of the Palms
Luke 19:28-40
Psalm 118:1-2, 19-29

Liturgy of the Passion
Isaiah 50:4-9a
Psalm 31:9-16
Philippians 2:5-11
Luke 22:14 - 23:56 or Luke 23:1-49

DAILY PRAYER: The Suffering Christ 

Morning
Zechariah 9:9-12
1 Timothy 6:12-16

Evening
Zechariah 12:9-11; 13:1, 7-9
Luke 19:41-48",Normal,Normal,3
Monday of Holy Week [1] Red or Violet,21/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
Monday of Holy Week [1] Red or Violet

DAILY EUCHARIST
Isaiah 42:1-9
Psalm 36:5-11
Hebrews 9:11-15
John 12:1-11

DAILY PRAYER: The Suffering Christ 
Lamentations 1:1-2, 6-12
2 Corinthians 1:1-7
Mark 11:12-25",Normal,Normal,3
Tuesday of Holy Week [1] Red or Violet,22/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
Tuesday of Holy Week [1] Red or Violet

DAILY EUCHARIST
Isaiah 49:1-7
Psalm 71:1-14
1 Corinthians 1:18-31
John 12:20-36

DAILY PRAYER: The Suffering Christ 
Lamentations 1:17-22
2 Corinthians 1:8-22
Mark 11:27-33",Normal,Normal,3
Wednesday of Holy Week [1] Red or Violet,23/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
Wednesday of Holy Week [1] Red or Violet

DAILY EUCHARIST
Isaiah 50:4-9a
Psalm 70
Hebrews 12:1-3
John 13:21-32

DAILY PRAYER: The Suffering Christ 
Lamentations 2:1-9
2 Corinthians 1:23 - 2:11
Mark 12:1-11",Normal,Normal,3
Maundy Thursday [1] White at the Eucharist,24/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
MAUNDY THURSDAY [1] White at the Eucharist

EUCHARIST
Exodus 12:1-4, (5-10), 11-14
Psalm 116:1-2, 12-19
1 Corinthians 11:23-26
John 13:1-17, 31b-35

DAILY PRAYER: The Suffering Christ 
Lamentations 2:10-18
1 Corinthians 10:14-17; 11:27-32
Mark 14:12-25",Normal,Normal,3
Good Friday [1] Red for the Liturgy; Hangings removed,25/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
GOOD FRIDAY [1] Red for the Liturgy; Hangings removed

HOLY COMMUNION
Isaiah 52:13 - 53:12
Psalm 22
Hebrews 10:16-25 or Hebrews 4:14-16; 5:7-9
John 18:1 - 19:42

DAILY PRAYER: The Suffering Christ 
Lamentations 3:1-9, 19-33
1 Peter 1:10-20
Morning: John 13:36-38
Evening: John 19:38-42
",Normal,Normal,3
Holy Saturday (Easter Eve) [1] Hangings removed; White at the Easter Vigil,26/03/2016,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
HOLY SATURDAY (EASTER EVE) [1] Hangings removed; White at the Easter Vigil

AT SERVICES OTHER THAN THE EASTER VIGIL
Job 14:1-14 or Lamentations 3:1-9, 19-24
Psalm 31:1-4, 15-16
1 Peter 4:1-8
Matthew 27:57-66 or John 19:38-42

DAILY PRAYER: The Suffering Christ 
Job 19:21-27a
Morning: Hebrews 4:1-16
Evening: Romans 8:1-11

EASTER VIGIL
A minimum of three Old Testament readings (with their psalm or canticle) should be chosen. The reading from Exodus 14 should always be used.
Genesis 1:1-2:4a / Psalm 136:1-9, 23-26
Genesis 7:1-5,11-18; 8:6-18; 9:8-13 / Psalm 46
Genesis 22:1-18 / Psalm 16
Exodus 14:10-31; 15:20-21 / Canticle: Exodus 15:1b-13, 17-18
Isaiah 55:1-11 / Canticle: Isaiah 12:2-6
Baruch 3:9-15, 32 - 4:4 or Proverbs 8:1-8, 19-21; 9:4b-6 / Psalm 19
Ezekiel 36:24-28 / Psalms 42 and 43
Ezekiel 37:1-14 / Psalm 143
Zephaniah 3:14-20 / Psalm 98

New Testament reading
Romans 6:3-11
Gradual Psalm: Psalm 114
Gospel (Year C): Luke 24:1-12",Normal,Normal,3
EASTER DAY [1] White,27/03/2016,,,,TRUE,FALSE,"Week of Easter
EASTER DAY [1] White

EUCHARIST
Acts 10:34-43 or Isaiah 65:17-25
Psalm 118:1-2, 14-24
1 Corinthians 15:19-26 or Acts 10:34-43
John 20:1-8 or Luke 24:1-12

The following readings are for occasions when the main (eucharistic) Easter service must be late in the day. They are not intended for Evening Prayer on Easter Day.

Isaiah 25:6-9
Psalm 114
1 Corinthians 5:6b-8
Luke 24:13-49

DAILY PRAYER: New Life: The Lord
Ezekiel 37:1-14
1 Corinthians 15:1-11
Luke 24:13-35

ALTERNATIVE PSALMS
Morning: Psalms 114 and 117
Evening: Psalm 66",Normal,Normal,3
Monday of Easter week,28/03/2016,,,,TRUE,FALSE,"Week of Easter
Monday of Easter week

EUCHARIST
Acts 2:14, 22-32
Psalm 16:1, 5-11
Matthew 28:8-15

DAILY PRAYER: New Life: The Lord
Exodus 12:1-20
1 Corinthians 15:1-11
Mark 16:1-8",Normal,Normal,3
Tuesday of Easter week,29/03/2016,,,,TRUE,FALSE,"Week of Easter
Tuesday of Easter week

EUCHARIST
Acts 2:14, 36-41
Psalm 33:1-5, 18-22
John 20:11-18

DAILY PRAYER: New Life: The Lord
Exodus 12:21-39
1 Corinthians 15:12-28
Mark 16:9-20",Normal,Normal,3
Wednesday of Easter week,30/03/2016,,,,TRUE,FALSE,"Week of Easter
Wednesday of Easter week

EUCHARIST
Acts 3:1-10
Psalm 105:1-9
Luke 24:13-35

DAILY PRAYER: New Life: The Lord
Exodus 12:40-51
1 Corinthians 15:(29), 30-41
Matthew 28:1-16",Normal,Normal,3
Thursday of Easter week,31/03/2016,,,,TRUE,FALSE,"Week of Easter
Thursday of Easter week

EUCHARIST
Acts 3:11-26
Psalm 8 or 114
Luke 24:36b-48

DAILY PRAYER: New Life: The Lord
Exodus 13:1-16
1 Corinthians 15:41-50
Matthew 28:16-20",Normal,Normal,3
Friday of Easter week,01/04/2016,,,,TRUE,FALSE,"Week of Easter
Friday of Easter week

EUCHARIST
Acts 4:1-12
Psalm 116:1-8
John 21:1-14

DAILY PRAYER: New Life: The Lord
Exodus 13:17 - 14:4
1 Corinthians 15:51-58
Luke 24:1-12",Normal,Normal,3
Saturday of Easter week,02/04/2016,,,,TRUE,FALSE,"Week of Easter
Saturday of Easter week

EUCHARIST
Acts 4:13-21
Psalm 118:1-4, 22-29
Mark 16:9-15

DAILY PRAYER: New Life: The Lord
Exodus 14:5-22
2 Corinthians 4:16 - 5:10
Mark 12:18-27",Normal,Normal,3
Second Sunday of Easter [1] White; SPB First Sunday after Easter,03/04/2016,,,,TRUE,FALSE,"Second Sunday of Easter [1] White; SPB First Sunday after Easter

EUCHARIST
Acts 5:27-32
Psalm 118:14-29 or Psalm 150
Revelation 1:4-8
John 20:19-31

MORNING PRAYER: New Life: The Lord
Isaiah 26:1-9, 19
Romans 4:13-25
Luke 24:1-12

Evening before THE ANNUNCIATION OF THE LORD [2] White
EVENING PRAYER: Festivals
Genesis 3:1-15
Romans 5:12-21 or Galatians 4:1-7

ALTERNATIVE PSALMS
Morning: Psalm 30:1-5
Evening: Psalm 143:1-11",Normal,Normal,3
THE ANNUNCIATION OF THE LORD [2] White (translated from 25 March),04/04/2016,,,,TRUE,FALSE,"THE ANNUNCIATION OF THE LORD [2] White

EUCHARIST
Isaiah 7:10-14
Psalm 40:5-10 or Psalm 45
Hebrews 10:4-10
Luke 1:26-38

MORNING PRAYER: Festivals
Isaiah 52:7-12
Hebrews 2:5-10

EVENING PRAYER: Festivals
Wisdom of Solomon 9:1-12
John 1:9-14",Normal,Normal,3
Tuesday after Second Sunday of Easter,05/04/2016,,,,TRUE,FALSE,"Tuesday after Second Sunday of Easter

DAILY EUCHARIST
Acts 4:32-37
Psalm 93
John 3:7-15

DAILY PRAYER: New Life: The Lord
Exodus 15:1-21
1 Peter 1:13-25
John 14:18-31",Normal,Normal,3
Wednesday after Second Sunday of Easter,06/04/2016,,,,TRUE,FALSE,"Wednesday after Second Sunday of Easter

DAILY EUCHARIST
Acts 5:17-26
Psalm 34:1-8
John 3:16-21

DAILY PRAYER: New Life: The Lord
Exodus 15:22 - 16:10
1 Peter 2:1-10
John 15:1-11",Normal,Normal,3
Thursday after Second Sunday of Easter,07/04/2016,,,,TRUE,FALSE,"Thursday after Second Sunday of Easter

DAILY EUCHARIST
Acts 5:27-33
Psalm 34:15-22
John 3:31-36

DAILY PRAYER: New Life: The Lord
Exodus 16:10-22
1 Peter 2:11-25
John 15:12-27",Normal,Normal,3
Friday after Second Sunday of Easter,08/04/2016,,,,TRUE,FALSE,"Friday after Second Sunday of Easter

DAILY EUCHARIST
Acts 5:34-42
Psalm 27:1-8, 17-18
John 6:1-15

DAILY PRAYER: New Life: The Lord
Exodus 16:23-36
1 Peter 3:13 - 4:6
John 16:1-15",Normal,Normal,3
"Dietrich Bonhoeffer, Theologian and Martyr, 1945 [6] Red",09/04/2016,,,,TRUE,FALSE,"Saturday after Second Sunday of Easter

DAILY EUCHARIST
Acts 6:1-7
Psalm 331-5, 18-22
John 6:16-21

DAILY PRAYER: New Life: The Lord
Exodus 17:1-16
1 Peter 4:7-19
John 16:16-33",Normal,Normal,3
